,0,1,title
259,259,http://www.memphis.edu/law/student-affairs/bar-exam-information.php,Bar Exam Information -       	School of Law       	 - University of Memphis   
260,260,http://www.memphis.edu/law/student-affairs/student-organizations.php,Student Organizations -       	School of Law       	 - University of Memphis   
261,261,http://www.memphis.edu/law/programs/, Programs -       	School of Law       	 - University of Memphis   
262,262,http://www.memphis.edu/law/alumni/,Alumni & Support -       	School of Law       	 - University of Memphis   
263,263,http://www.memphis.edu/law/admissions/index.php,Admissions -       	School of Law       	 - University of Memphis   
264,264,http://www.memphis.edu/law/faculty-staff/index.php,Faculty -       	School of Law       	 - University of Memphis   
265,265,http://www.memphis.edu/law/programs/elder-law-clinic.php,Elder Law Clinic -       	School of Law       	 - University of Memphis   
266,266,http://www.memphis.edu/law/programs/mlp-clinic.php,Medical-Legal Partnership Clinic -       	School of Law       	 - University of Memphis   
267,267,http://www.memphis.edu/law/programs/neighborhood-preservation-clinic.php,Neighborhood Preservation Clinic  -       	School of Law       	 - University of Memphis   
268,268,http://www.memphis.edu/uofmglobal/degrees/undergraduate/business-finance.php,Business Finance -       	UofM Global      	 - University of Memphis   
269,269,http://www.memphis.edu/uofmglobal/degrees/undergraduate/political-science.php,Political Science -       	UofM Global      	 - University of Memphis   
270,270,http://www.memphis.edu/uofmglobal/degrees/undergraduate/accountancy.php,Accountancy -       	UofM Global      	 - University of Memphis   
271,271,http://www.memphis.edu/uofmglobal/degrees/undergraduate/communication.php,Communication -       	UofM Global      	 - University of Memphis   
272,272,http://www.memphis.edu/uofmglobal/degrees/undergraduate/philosophy.php,Philosophy -       	UofM Global      	 - University of Memphis   
273,273,http://www.memphis.edu/uofmglobal/degrees/undergraduate/marketing-management.php,Marketing Management -       	UofM Global      	 - University of Memphis   
274,274,http://www.memphis.edu/uofmglobal/degrees/undergraduate/undergrad-social-science.php,Social Science | Undergraduate Programs -       	UofM Global      	 - University of Memphis   
275,275,http://www.memphis.edu/uofmglobal/degrees/undergraduate/healthcare-leadership.php,Healthcare Leadership -       	UofM Global      	 - University of Memphis   
276,276,http://www.memphis.edu/uofmglobal/degrees/undergraduate/undergrad-humanities.php,Humanities | Undergraduate Programs -       	UofM Global      	 - University of Memphis   
277,277,http://www.memphis.edu/uofmglobal/degrees/undergraduate/business-information-technology.php,Business Information Technology -       	UofM Global      	 - University of Memphis   
278,278,http://www.memphis.edu/uofmglobal/degrees/undergraduate/sport-and-leisure-management.php,Sport and Leisure Management -       	UofM Global      	 - University of Memphis   
279,279,http://www.memphis.edu/uofmglobal/degrees/graduate/graduate-health-professions.php,Health Professions | Graduate Programs -       	UofM Global      	 - University of Memphis   
280,280,http://www.memphis.edu/uofmglobal/degrees/graduate/graduate-social-science.php,Social Science | Graduate Programs -       	UofM Global      	 - University of Memphis   
281,281,http://www.memphis.edu/uofmglobal/degrees/undergraduate/sociology.php,Sociology -       	UofM Global      	 - University of Memphis   
282,282,http://www.memphis.edu/uofmglobal/degrees,
283,283,http://www.memphis.edu/uofmglobal/degrees/undergraduate/english.php,English -       	UofM Global      	 - University of Memphis   
284,284,http://www.memphis.edu/uofmglobal/degrees/undergraduate/psychology.php,Psychology -       	UofM Global      	 - University of Memphis   
285,285,http://www.memphis.edu/uofmglobal/degrees/graduate/education.php,Education | Graduate Programs -       	UofM Global      	 - University of Memphis   
286,286,http://www.memphis.edu/uofmglobal/degrees/undergraduate/rn-bsn.php,RN to BSN -       	UofM Global      	 - University of Memphis   
287,287,http://www.memphis.edu/uofmglobal/degrees/undergraduate/african-african-american-studies.php,African and African American Studies -       	UofM Global      	 - University of Memphis   
288,288,http://www.memphis.edu/uofmglobal/degrees/undergraduate/liberal-studies.php,Liberal Studies -       	UofM Global      	 - University of Memphis   
289,289,http://www.memphis.edu/uofmglobal/degrees/undergraduate/real-estate.php,Real Estate -       	UofM Global      	 - University of Memphis   
290,290,http://www.memphis.edu/uofmglobal/degrees/undergraduate/professional-studies.php,Professional Studies -       	UofM Global      	 - University of Memphis   
291,291,http://www.memphis.edu/uofmglobal/degrees/graduate/professional-real-estate-certificate.php,Professional Real Estate Certificate -       	UofM Global      	 - University of Memphis   
292,292,http://www.memphis.edu/uofmglobal/degrees/graduate/engineering.php,Engineering | Graduate Programs -       	UofM Global      	 - University of Memphis   
293,293,http://www.memphis.edu/uofmglobal/degrees/undergraduate/journalism.php,Journalism -       	UofM Global      	 - University of Memphis   
294,294,http://www.memphis.edu/uofmglobal/degrees/undergraduate/history.php,History -       	UofM Global      	 - University of Memphis   
295,295,http://www.memphis.edu/uofmglobal/degrees/undergraduate/undergrad-health-professions.php,Health Professions | Undergraduate Programs -       	UofM Global      	 - University of Memphis   
296,296,http://www.memphis.edu/uofmglobal/degrees/graduate/graduate-humanities.php,Humanities | Graduate Programs -       	UofM Global      	 - University of Memphis   
297,297,http://www.memphis.edu/uofmglobal/degrees/undergraduate/management.php,Management -       	UofM Global      	 - University of Memphis   
298,298,http://www.memphis.edu/uofmglobal/degrees/undergraduate/criminology-criminal-justice.php,Criminology and Criminal Justice -       	UofM Global      	 - University of Memphis   
299,299,http://www.memphis.edu/uofmglobal/degrees/undergraduate/undergrad-business.php,Business Professions | Undergraduate Programs -       	UofM Global      	 - University of Memphis   
300,300,http://www.memphis.edu/uofmglobal/degrees/graduate/graduate-business.php,Business Professions | Graduate Programs -       	UofM Global      	 - University of Memphis   
301,301,http://www.memphis.edu/its/about/contact-us.php,Contact Us  -       	ITS      	 - University of Memphis   
302,302,http://www.memphis.edu/its/security/index.php, Security -       	ITS      	 - University of Memphis   
303,303,http://www.memphis.edu/umtech/,umTech - Information Technology Services -       	umTech - Information Technology Services       	 - University of Memphis   
304,304,http://www.memphis.edu/umtech/service_catalog/index.php,Service Catalog -       	umTech - Information Technology Services       	 - University of Memphis   
305,305,http://www.memphis.edu/its/resources/index.php,Resources  -       	ITS      	 - University of Memphis   
306,306,http://www.memphis.edu/its/governance/index.php,Governance  -       	ITS      	 - University of Memphis   
307,307,http://www.memphis.edu/its/about/index.php,About ITS -       	ITS      	 - University of Memphis   
308,308,http://www.memphis.edu/aa/resources/index.php, Resources -       	Academic Affairs      	 - University of Memphis   
309,309,http://www.memphis.edu/aa/about/index.php,About Academic Affairs -       	Academic Affairs      	 - University of Memphis   
310,310,http://www.memphis.edu/aa/recognition/aaawardwinners/index.php,Academic Affairs Award Winners -       	Academic Affairs      	 - University of Memphis   
311,311,http://www.memphis.edu/aa/recognition/aanominations/,Academic Affairs Award Nominations -       	Academic Affairs      	 - University of Memphis   
312,312,http://www.memphis.edu/criticalconversations/,Critical Conversations -       	Critical Conversations      	 - University of Memphis   
313,313,http://www.memphis.edu/aa/provost/index.php,Office of the Provost -       	Academic Affairs      	 - University of Memphis   
314,314,http://www.memphis.edu/aa/recognition/aboutawardsprogram/index.php, About Awards Program -       	Academic Affairs      	 - University of Memphis   
315,315,http://www.memphis.edu/aa/recognition/facawardwinners/, Faculty Award Winners -       	Academic Affairs      	 - University of Memphis   
316,316,http://www.memphis.edu/aa/recognition/facawards/, Faculty Awards -       	Academic Affairs      	 - University of Memphis   
317,317,http://www.memphis.edu/hmi/,Home -       	Healthy Memphis Initiative      	 - University of Memphis   
318,318,http://www.memphis.edu/aa/aaunits/index.php,Academic Affairs Units -       	Academic Affairs      	 - University of Memphis   
319,319,http://www.memphis.edu/aa/recognition/index.php,Faculty Recognition -       	Academic Affairs      	 - University of Memphis   
320,320,http://www.memphis.edu/aa/recognition/professorships/index.php, Professorships -       	Academic Affairs      	 - University of Memphis   
321,321,http://www.memphis.edu/libraries/technology/computerlabs.php,Computer Labs -       	Libraries      	 - University of Memphis   
322,322,http://www.memphis.edu/libraries/services/group_study.php,Group Study Rooms -       	Libraries      	 - University of Memphis   
323,323,http://www.memphis.edu/libraries/services/recall.php,Recall -       	Libraries      	 - University of Memphis   
324,324,http://www.memphis.edu/libraries/about/policies/study_carrel.php,Study Carrel Policy -       	Libraries      	 - University of Memphis   
325,325,http://www.memphis.edu/libraries/instruction/newfaculty.php,Quicklinks for New Faculty -       	Libraries      	 - University of Memphis   
326,326,http://www.memphis.edu/libraries/reservations/index.php,Reservable Spaces in McWherter -       	Libraries      	 - University of Memphis   
327,327,http://www.memphis.edu/libraries/services/fac_reserve.php,Faculty Reserves -       	Libraries      	 - University of Memphis   
328,328,http://www.memphis.edu/libraries/instruction/isrequests.php,Instruction Requests -       	Libraries      	 - University of Memphis   
329,329,http://www.memphis.edu/libraries/technology/laptop.php,Laptop Guidelines -       	Libraries      	 - University of Memphis   
330,330,http://www.memphis.edu/libraries/learningcommons/index.php,Learning Commons -       	Libraries      	 - University of Memphis   
331,331,http://www.memphis.edu/umtech/solutions/wireless.php,umWireless -       	umTech - Information Technology Services       	 - University of Memphis   
332,332,http://www.memphis.edu/libraries/collectionmgmt/liaisons.php,Library Liaisons -       	Libraries      	 - University of Memphis   
333,333,http://www.memphis.edu/libraries/services/borrowing.php,Checkout Library Materials -       	Libraries      	 - University of Memphis   
334,334,http://www.memphis.edu/libraries/instruction/tour_request.php,Tour Request -       	Libraries      	 - University of Memphis   
335,335,http://www.memphis.edu/libraries/services/renew.php,Renewals & Returns -       	Libraries      	 - University of Memphis   
336,336,http://www.memphis.edu/libraries/services/print.php,Printing  -       	Libraries      	 - University of Memphis   
337,337,http://www.memphis.edu/registrar/calendars/exams/18s-final.php,Spring 2018 Final Exams -       	Registrar      	 - University of Memphis   
338,338,http://www.memphis.edu/registrar/students/index.php,Students -       	Registrar      	 - University of Memphis   
339,339,http://www.memphis.edu/registrar/calendars/exams/16u-final.php,Summer 2016 Final Exams -       	Registrar      	 - University of Memphis   
340,340,http://www.memphis.edu/registrar/calendars/dates/17s-dates.php,Spring 2017 Dates and Deadlines -       	Registrar      	 - University of Memphis   
341,341,http://www.memphis.edu/registrar/calendars/index.php,Calendars -       	Registrar      	 - University of Memphis   
342,342,http://www.memphis.edu/registrar/calendars/academic/ay1617.php,Academic Year 2016-2017 -       	Registrar      	 - University of Memphis   
343,343,http://www.memphis.edu/registrar/faculty/index.php, Faculty -       	Registrar      	 - University of Memphis   
344,344,http://www.memphis.edu/gradschool/current_students/graduation_information/graduation_deadlines.php,Graduate Deadlines  -       	Graduate School       	 - University of Memphis   
345,345,http://www.memphis.edu/registrar/calendars/dates/16u-dates.php,Summer 2016 Dates and Deadlines -       	Registrar      	 - University of Memphis   
346,346,http://www.memphis.edu/registrar/about/index.php,About the Office of the Registrar -       	Registrar      	 - University of Memphis   
347,347,http://www.memphis.edu/registrar/calendars/academic/ay1718.php,Academic Year 2017-18 -       	Registrar      	 - University of Memphis   
348,348,http://www.memphis.edu/registrar/register/index.php,Register -       	Registrar      	 - University of Memphis   
349,349,http://www.memphis.edu/registrar/calendars/dates/18s-dates.php,Spring 2018 Dates and Deadlines -       	Registrar      	 - University of Memphis   
350,350,http://www.memphis.edu/registrar/calendars/exams/17f-final.php,Fall 2017 Final Exams -       	Registrar      	 - University of Memphis   
351,351,http://www.memphis.edu/registrar/vetedben/index.php, Veterans Educational Benefits -       	Registrar      	 - University of Memphis   
352,352,http://www.memphis.edu/registrar/about/contact.php ,Contact Us -       	Registrar      	 - University of Memphis   
353,353,http://www.memphis.edu/registrar/students/selfserv/parts.php,Parts of Term  -       	Registrar      	 - University of Memphis   
354,354,http://www.memphis.edu/registrar/calendars/exams/17s-final.php,Spring 2017 Final Exams -       	Registrar      	 - University of Memphis   
355,355,http://www.memphis.edu/registrar/calendars/dates/16f-dates.php,Fall 2016 Dates and Deadlines -       	Registrar      	 - University of Memphis   
356,356,http://www.memphis.edu/registrar/calendars/dates/17f-dates.php,Fall 2017 Dates and Deadlines -       	Registrar      	 - University of Memphis   
357,357,http://www.memphis.edu/registrar/,Registrar -       	Registrar      	 - University of Memphis   
358,358,http://www.memphis.edu/registrar/forms/index.php, Forms -       	Registrar      	 - University of Memphis   
359,359,http://www.memphis.edu/registrar/calendars/exams/16f-final.php,Fall 2016 Final Exams -       	Registrar      	 - University of Memphis   
360,360,http://www.memphis.edu/registrar/notice/index.php,Notices! -       	Registrar      	 - University of Memphis   
361,361,http://www.memphis.edu/registrar/calendars/dates/16s-dates.php,Spring 2016 Dates and Deadlines -       	Registrar      	 - University of Memphis   
362,362,http://www.memphis.edu/registrar/calendars/exams/17u-final.php,Summer 2017 Final Exams -       	Registrar      	 - University of Memphis   
363,363,http://www.memphis.edu/registrar/calendars/office.php,Registrar Office Calendars  -       	Registrar      	 - University of Memphis   
364,364,http://www.memphis.edu/registrar/calendars/exams/16s-final.php,Spring 2016 Final Exams -       	Registrar      	 - University of Memphis   
365,365,http://www.memphis.edu/registrar/calendars/dates/17u-dates.php,Summer 2017 Dates and Deadlines -       	Registrar      	 - University of Memphis   
366,366,http://www.memphis.edu/registrar/calendars/academic/ay1819.php,Academic Year 2018-19 -       	Registrar      	 - University of Memphis   
367,367,http://www.memphis.edu/gradschool/support.php,Support the Graduate School -       	Graduate School       	 - University of Memphis   
368,368,http://www.memphis.edu/gradschool/contacts.php,Contact Us -       	Graduate School       	 - University of Memphis   
369,369,http://www.memphis.edu/gradschool/current_students/index.php, Current Students -       	Graduate School       	 - University of Memphis   
370,370,http://www.memphis.edu/gradschool/future_students/index.php, Future Students -       	Graduate School       	 - University of Memphis   
371,371,http://www.memphis.edu/gradschool/resources/index.php,Graduate School Resources -       	Graduate School       	 - University of Memphis   
372,372,http://www.memphis.edu/gradschool/programs/index.php,Academic Degree Programs -       	Graduate School       	 - University of Memphis   
373,373,http://www.memphis.edu/innovation/elc/experiential_learning.php,Experiential Learning -       	CITL      	 - University of Memphis   
374,374,http://www.memphis.edu/gradschool/programs/abm.php,Accelerated Bachelors/Master's Degrees  -       	Graduate School       	 - University of Memphis   
375,375,http://www.memphis.edu/gradschool/programs,
376,376,http://www.memphis.edu/gradschool/events/index.php, Events -       	Graduate School       	 - University of Memphis   
377,377,http://www.memphis.edu/bf/orgcharts.php,Organizational Charts -       	Division of Business and Finance      	 - University of Memphis   
378,378,http://www.memphis.edu/bf/students.php,B&F Areas of Interest for Students and Parents -       	Division of Business and Finance      	 - University of Memphis   
379,379,http://www.memphis.edu/bf/communications.php,Communications -       	Division of Business and Finance      	 - University of Memphis   
380,380,http://www.memphis.edu/bf/departments.php,Departments -       	Division of Business and Finance      	 - University of Memphis   
381,381,http://www.memphis.edu/bf/forms/index.php,Business & Finance Forms -       	Division of Business and Finance      	 - University of Memphis   
382,382,http://www.memphis.edu/bf/vmv.php,"Vision, Mission & Values -       	Division of Business and Finance      	 - University of Memphis   "
383,383,http://www.memphis.edu/bf/myulookup.php,U-Number Lookup -       	Division of Business and Finance      	 - University of Memphis   
384,384,http://www.memphis.edu/bf/facultystaff.php,B&F Areas of Interest for Faculty and Staff -       	Division of Business and Finance      	 - University of Memphis   
385,385,http://www.memphis.edu/masterplan,
386,386,http://www.memphis.edu/registrar/students/records/transcript-faq.php,FAQ: Transcripts and Grades  -       	Registrar      	 - University of Memphis   
387,387,http://www.memphis.edu/registrar/students/records/lambuth.php,Former Lambuth University Students -       	Registrar      	 - University of Memphis   
388,388,http://www.memphis.edu/registrar/students/records/verify.php,Degree or Enrollment Verification  -       	Registrar      	 - University of Memphis   
389,389,http://www.memphis.edu/registrar/students/selfserv/holds.php,View Holds  -       	Registrar      	 - University of Memphis   
390,390,http://www.memphis.edu/registrar/students/records/grade-change.php,Grade Changes -       	Registrar      	 - University of Memphis   
391,391,http://www.memphis.edu/registrar/students/selfserv/index.php,Student Self Service Guides  -       	Registrar      	 - University of Memphis   
392,392,http://www.memphis.edu/registrar/students/records/personal-data.php,Changing Personal Data  -       	Registrar      	 - University of Memphis   
393,393,http://www.memphis.edu/registrar/students/records/transcript-unofficial.php,Unofficial Transcript -       	Registrar      	 - University of Memphis   
394,394,http://www.memphis.edu/registrar/students/records/transcript.php,Transcripts  -       	Registrar      	 - University of Memphis   
395,395,http://www.memphis.edu/registrar/students/records/ferpa-annual.php,FERPA - Annual Notification -       	Registrar      	 - University of Memphis   
396,396,http://www.memphis.edu/registrar/students,
397,397,http://www.memphis.edu/registrar/students/records/grades.php,Grades -       	Registrar      	 - University of Memphis   
398,398,http://www.memphis.edu/registrar/students/records/gpa.php,Grading Scale and GPA -       	Registrar      	 - University of Memphis   
399,399,http://www.memphis.edu/registrar/students/records/plusfaq.php,TranscriptsPlus FAQ -       	Registrar      	 - University of Memphis   
400,400,http://www.memphis.edu/registrar/students/records/withdraw.php,Withdrawing from the University  -       	Registrar      	 - University of Memphis   
401,401,http://www.memphis.edu/registrar/students/records/release.php,Release of Student Education Record  -       	Registrar      	 - University of Memphis   
402,402,http://www.memphis.edu/chem/,"Department of Chemistry, University of Memphis -       	Department of Chemistry      	 - University of Memphis   "
403,403,http://www.memphis.edu/physics/SHOPP/index.php,Memphis SHOPP -       	Department of Physics and Materials Science      	 - University of Memphis   
404,404,http://www.memphis.edu/finance/,"FCBE-Finance, Insurance and Real Estate -       	FIR      	 - University of Memphis   "
405,405,http://www.memphis.edu/multiculturalaffairs,
406,406,http://www.memphis.edu/budget/,Financial Planning -       	Financial Planning      	 - University of Memphis   
407,407,http://www.memphis.edu/bit/,Behavioral Intervention Team -       	Behavioral Intervention Team      	 - University of Memphis   
408,408,http://www.memphis.edu/sete/,Student Evaluation of Teaching Effectiveness -       	SETE      	 - University of Memphis   
409,409,http://www.memphis.edu/admissions/freshmen/border.php,Border County Tuition Waiver -       	Undergraduate Admissions and Orientation      	 - University of Memphis   
410,410,http://www.memphis.edu/registrar/register/,Register -       	Registrar      	 - University of Memphis   
411,411,http://www.memphis.edu/biology/,Department of Biological Sciences at the University of Memphis -       	Biological Sciences      	 - University of Memphis   
412,412,http://www.memphis.edu/cpd/,Campus Planning & Design -       	Campus Planning & Design      	 - University of Memphis   
413,413,http://www.memphis.edu/presweb/leadership/staff.php,President's Staff -       	Office of the President      	 - University of Memphis   
414,414,http://www.memphis.edu/jdst/,Bornblum Judaic Studies -       	JDST      	 - University of Memphis   
415,415,http://www.memphis.edu/erc/,Ecological Research Center -       	ERC      	 - University of Memphis   
416,416,http://www.memphis.edu/psychology/,Department of Psychology -       	Department of Psychology      	 - University of Memphis   
417,417,http://www.memphis.edu/amum/,AMUM -       	Art Museum of the University of Memphis      	 - University of Memphis   
418,418,http://www.memphis.edu/communication/,Communication Department -       	Communication      	 - University of Memphis   
419,419,http://www.memphis.edu/philosophy/,Department of Philosophy -       	Philosophy      	 - University of Memphis   
420,420,http://www.memphis.edu/about/directions.php,Directions to Campus -       	About UofM      	 - University of Memphis   
421,421,http://www.memphis.edu/internships/,Internships -       	Internships      	 - University of Memphis   
422,422,http://www.memphis.edu/testing/services/clep.php,CLEP -       	Testing Center      	 - University of Memphis   
423,423,http://www.memphis.edu/registrar/vetedben/, Veterans Educational Benefits -       	Registrar      	 - University of Memphis   
424,424,http://www.memphis.edu/sga/,Welcome to the Student Government Association -       	Student Government Association      	 - University of Memphis   
425,425,http://www.memphis.edu/hr/holidays.php,University Holidays -       	Human Resources      	 - University of Memphis   
426,426,http://www.memphis.edu/nso/,Information -       	New Student Orientation      	 - University of Memphis   
427,427,http://www.memphis.edu/firstscholars/,First ScholarsÂ® Program -       	First ScholarsÂ® Program      	 - University of Memphis   
428,428,http://www.memphis.edu/counseling/,Counseling Center -       	Counseling Center      	 - University of Memphis   
429,429,http://www.memphis.edu/esp/,Welcome to Educational Support Program -       	Educational Support Program      	 - University of Memphis   
430,430,http://www.memphis.edu/oso/,UofM Global Student Services and Support -       	UofM Global      	 - University of Memphis   
431,431,http://www.memphis.edu/wumr/,WUMR -       	WUMR      	 - University of Memphis   
432,432,http://www.memphis.edu/cresh/,MemphisCRESH -       	MemphisCRESH      	 - University of Memphis   
433,433,http://www.memphis.edu/msci/,Department of Math Sciences -       	Math Sciences      	 - University of Memphis   
434,434,http://www.memphis.edu/bme/,Biomedical Engineering -       	Biomedical Engineering      	 - University of Memphis   
435,435,http://www.memphis.edu/busserv/,Business Services -       	Business Services      	 - University of Memphis   
436,436,http://www.memphis.edu/cas/pre_health/, Pre-Health -       	CAS      	 - University of Memphis   
437,437,http://www.memphis.edu/careerservices/,Welcome to Career Services -       	Career Services      	 - University of Memphis   
438,438,http://www.memphis.edu/health/,Welcome to the Student Health Center! -       	Student Health Center      	 - University of Memphis   
439,439,http://www.memphis.edu/truebluefuture/,True Blue Future -       	True Blue Future      	 - University of Memphis   
440,440,http://www.memphis.edu/presweb/leadership/, President's Council -       	Office of the President      	 - University of Memphis   
441,441,http://www.memphis.edu/armyrotc/,Army ROTC Military Studies -       	Army Reserve Officer Training Corps      	 - University of Memphis   
442,442,http://www.memphis.edu/bursar/fees/,Fee Charts & Fee Payment -       	Bursar's Office      	 - University of Memphis   
443,443,http://www.memphis.edu/art/,Art -       	Department of Art      	 - University of Memphis   
444,444,http://www.memphis.edu/police/,Police Services -       	Police Services      	 - University of Memphis   
445,445,http://www.memphis.edu/aa/resources/facres/facultyhandbook/index.php,Faculty Handbook -       	Academic Affairs      	 - University of Memphis   
446,446,http://www.memphis.edu/gsa/,Graduate Student Association -       	GSA      	 - University of Memphis   
447,447,http://www.memphis.edu/chucalissa/,Chucalissa -       	Chucalissa      	 - University of Memphis   
448,448,http://www.memphis.edu/history/,Department of History -       	Department of History      	 - University of Memphis   
449,449,http://www.memphis.edu/studentinvolvement/,Student Leadership & Involvement -       	Student Leadership & Involvement      	 - University of Memphis   
450,450,http://www.memphis.edu/studentlife/,Dean of Students -       	Student Affairs      	 - University of Memphis   
451,451,http://www.memphis.edu/moch/,Home -       	MOCH      	 - University of Memphis   
452,452,http://www.memphis.edu/acad1100/,ACAD1100 -       	ACAD1100      	 - University of Memphis   
453,453,http://www.memphis.edu/idt/,IDT -       	Instructional Design and Technology      	 - University of Memphis   
454,454,http://www.memphis.edu/rsp/compliance/, Research Compliance -       	RSP      	 - University of Memphis   
455,455,http://www.memphis.edu/audit/,Internal Audit -       			Office of Internal Audit & Consulting      	 - University of Memphis   
456,456,http://www.memphis.edu/psi,
457,457,http://www.memphis.edu/memphistem/,MemphiSTEM -       	MemphiSTEM      	 - University of Memphis   
458,458,http://www.memphis.edu/lead/,LEAD -       	LEAD      	 - University of Memphis   
459,459,http://www.memphis.edu/web-directory/index.php,UofM Web Directory -       	Web Directory      	 - University of Memphis   
460,460,http://www.memphis.edu/its/about/eas.php,Enterprise Applications Services (EAS) -       	ITS      	 - University of Memphis   
461,461,http://www.memphis.edu/fecc/,Fogelman Executive Conference Center & Hotel
462,462,http://www.memphis.edu/cies/,Welcome -       	The Center for International Education Services      	 - University of Memphis   
463,463,http://www.memphis.edu/economics/,Department of Economics -       	ECON      	 - University of Memphis   
464,464,http://www.memphis.edu/advising/,We want you back! -       	Advising      	 - University of Memphis   
465,465,http://www.memphis.edu/studentlife/voterinformation.php,Dean of Students -       	Student Affairs      	 - University of Memphis   
466,466,http://www.memphis.edu/icl/,ICL -       	ICL      	 - University of Memphis   
467,467,http://www.memphis.edu/crisis/bcp.php,Business Continuity Planning -       	Crisis Management      	 - University of Memphis   
468,468,http://www.memphis.edu/suapp/,SUAPP -       	SUAPP      	 - University of Memphis   
469,469,http://www.memphis.edu/mediaroom/,UofM Media Room -       	UofM Media Room      	 - University of Memphis   
470,470,http://www.memphis.edu/campuscard/diningdollars/,Dining Dollars Program -       	Campus Card      	 - University of Memphis   
471,471,http://www.memphis.edu/learningcommunities/,Learning Communities -       	Tiger Learning Communities      	 - University of Memphis   
472,472,http://www.memphis.edu/bitm/,Department of Business Information and Technology -       	BIT      	 - University of Memphis   
473,473,http://www.memphis.edu/ce/,Department of Civil Engineering -       	Civil Engineering      	 - University of Memphis   
474,474,http://www.memphis.edu/annualgiving/matching.php,Matching Gifts -       	Annual Giving      	 - University of Memphis   
475,475,http://www.memphis.edu/memphishealthyu/middaymoves.php,Midday Moves -       	Memphis Healthy U      	 - University of Memphis   
476,476,http://www.memphis.edu/nrotc/,Naval Reserve Officer Training Corps -       	Naval ROTC      	 - University of Memphis   
477,477,http://www.memphis.edu/payroll/,Payroll -       	Payroll      	 - University of Memphis   
478,478,http://www.memphis.edu/innovation/collierville/,Collierville Center  -       	CITL      	 - University of Memphis   
479,479,http://www.memphis.edu/registrar/faculty/ferpa.htm,
480,480,http://www.memphis.edu/campuscard/,Campus Card -       	Campus Card      	 - University of Memphis   
481,481,http://www.memphis.edu/innovation/millington/,Millington Center  -       	CITL      	 - University of Memphis   
482,482,http://www.memphis.edu/stratplan,
483,483,http://www.memphis.edu/acss/,Adult and Commuter Student Services -       	Adult and Commuter Student Services      	 - University of Memphis   
484,484,http://www.memphis.edu/socialwork/,Department of Social Work -       	Social Work      	 - University of Memphis   
485,485,http://www.memphis.edu/polisci/,Department of Political Science -       	Political Science      	 - University of Memphis   
486,486,http://www.memphis.edu/presweb/leadership/keyadministrators.php,Key Administrators  -       	Office of the President      	 - University of Memphis   
487,487,http://www.memphis.edu/isc/,Interdisciplinary Studies -       	ISC      	 - University of Memphis   
488,488,http://www.memphis.edu/jrsm/,JOURNALISM -       	JRSM      	 - University of Memphis   
489,489,http://www.memphis.edu/admissions/transfer/equivalency_table.php,Transfer Credit Equivalency Table -       	Undergraduate Admissions and Orientation      	 - University of Memphis   
490,490,http://www.memphis.edu/ugcatalog/coursedescrip/,University of Memphis - Acalog ACMSâ¢
491,491,http://www.memphis.edu/logo/web-guidelines/,Marketing and Communications -       	Marketing and Communication      	 - University of Memphis   
492,492,http://www.memphis.edu/legal/,Office of Legal Counsel -       	Legal Counsel      	 - University of Memphis   
493,493,http://www.memphis.edu/english/,English -       	Department of English      	 - University of Memphis   
494,494,http://www.memphis.edu/wmst/,Women's and Gender Studies -       	WMST      	 - University of Memphis   
495,495,http://www.memphis.edu/cepr/,CEPR -       	CEPR      	 - University of Memphis   
496,496,http://www.memphis.edu/innovation/finishline/,Finish Line -       	CITL      	 - University of Memphis   
497,497,http://www.memphis.edu/studentconduct,
498,498,http://www.memphis.edu/cas/pre_law/,Pre-Law -       	CAS      	 - University of Memphis   
499,499,http://www.memphis.edu/accounting/,Accounting -       	Accounting      	 - University of Memphis   
500,500,http://www.memphis.edu/cristal/,CRISTAL -       	CRISTAL      	 - University of Memphis   
501,501,http://www.memphis.edu/museumstudies/,Museum Studies Graduate Certificate -       	Museum Studies      	 - University of Memphis   
502,502,http://www.memphis.edu/crisis/,Office of Crisis Management -       	Crisis Management      	 - University of Memphis   
503,503,http://www.memphis.edu/management/,MGMT -       	MGMT      	 - University of Memphis   
504,504,http://www.memphis.edu/facultysenate/ombudsperson.php,Faculty Ombudsperson -       	Faculty Senate      	 - University of Memphis   
505,505,http://www.memphis.edu/about/umhistory.php,UofM History -       	About UofM      	 - University of Memphis   
506,506,http://www.memphis.edu/financialaid/student_employment/,Student Employment -       	Financial Aid      	 - University of Memphis   
507,507,http://www.memphis.edu/foundation/,University of Memphis Foundation -       	Foundation      	 - University of Memphis   
508,508,http://www.memphis.edu/ceri/,CERI - The Center for Earthquake Research and Information -       	CERI      	 - University of Memphis   
509,509,http://www.memphis.edu/admissions/freshmen/acm.php,Academic Common Market -       	Undergraduate Admissions and Orientation      	 - University of Memphis   
510,510,http://www.memphis.edu/rlgn/,Religious Studies -       	RLGN      	 - University of Memphis   
511,511,http://www.memphis.edu/spahcc/,Welcome -       	Sport Performance and Health Consulting Center (SPAHCC)      	 - University of Memphis   
512,512,http://www.memphis.edu/aleks/,ALEKS -       	ALEKS      	 - University of Memphis   
513,513,http://www.memphis.edu/logo/,Marketing and Communications -       	Marketing and Communication      	 - University of Memphis   
514,514,http://www.memphis.edu/accountancy/,School of Accountancy -       	ACCT      	 - University of Memphis   
