,0,1,title
0,0,http://www.memphis.edu,
3217,3217,http://www.memphis.edu/csd/programs/audclinicaleducation.php,AuD Clinical Education  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3218,3218,http://www.memphis.edu/csd/programs/slpotherinformation.php,SLP Other Information  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3219,3219,http://www.memphis.edu/csd/programs/addtlcourseworkma.php,Additional Non-CSD Coursework -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3220,3220,http://www.memphis.edu/csd/programs/slpclinicaleducation.php,SLP Clinical Education  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3221,3221,http://www.memphis.edu/csd/programs/aacworkshop.php,AAC Workshop -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3222,3222,http://www.memphis.edu/csd/programs/slpadmissions.php,SLP Admissions  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3223,3223,http://www.memphis.edu/csd/programs/profapply.php,Apply Now  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3224,3224,http://www.memphis.edu/csd/programs/slpcurriculum.php,SLP Curriculum -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3225,3225,http://www.memphis.edu/csd/programs/phdapply.php,Ph.D. Apply Now  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3226,3226,http://www.memphis.edu/csd/programs/audcurriculum.php,AuD Curriculum  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3227,3227,http://www.memphis.edu/csd/programs/audotherinformation.php,AuD Other Information  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3228,3228,http://www.memphis.edu/csd/resources/introduction.php,Introduction -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3229,3229,http://www.memphis.edu/csd/resources/financialasst.php,Financial Assistance  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3230,3230,http://www.memphis.edu/csd/resources/faq4.php,FAQs - First Week -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3231,3231,http://www.memphis.edu/csd/resources/clinpracfacilities.php, Clinical Practicum Facilities -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3232,3232,http://www.memphis.edu/csd/resources/textbooks.php,Textbooks -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3233,3233,http://www.memphis.edu/csd/resources/faq1.php,FAQs - Pre-Orientation -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3234,3234,http://www.memphis.edu/csd/resources/genhousinginfo.php,Location and Housing  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3235,3235,http://www.memphis.edu/mshc,
3236,3236,http://www.memphis.edu/csd/resources/faq3.php,FAQs - Class/Clinic -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3237,3237,http://www.memphis.edu/csd/resources/faq2.php,FAQs - Financial -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3238,3238,http://www.memphis.edu/csd/programs,
3239,3239,http://www.memphis.edu/supportcsd/waystogive/facstaffgiving.php,Faculty and Staff Giving  -       	Support CSD      	 - University of Memphis   
3240,3240,http://www.memphis.edu/supportcsd/about/,About -       	Support CSD      	 - University of Memphis   
3241,3241,http://www.memphis.edu/supportcsd/opportunities/,Funding Opportunities -       	Support CSD      	 - University of Memphis   
3242,3242,http://www.memphis.edu/supportcsd/news/,News -       	Support CSD      	 - University of Memphis   
3243,3243,http://www.memphis.edu/supportcsd/waystogive/,Ways to Give -       	Support CSD      	 - University of Memphis   
3244,3244,http://www.memphis.edu/csd/research/langresearch.php,Language Research  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3245,3245,http://www.memphis.edu/csd/research/hearresearch.php,Hearing Research  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3246,3246,http://www.memphis.edu/csd/research/speechresearch.php,Speech Research -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3247,3247,http://www.memphis.edu/mshc/about/,About -       	Memphis Speech and Hearing Center      	 - University of Memphis   
3248,3248,http://www.memphis.edu/mshc/appointments/, Appointments -       	Memphis Speech and Hearing Center      	 - University of Memphis   
3249,3249,http://www.memphis.edu/mshc/services/, Services -       	Memphis Speech and Hearing Center      	 - University of Memphis   
3250,3250,http://www.memphis.edu/mshc/resources/,Resources -       	Memphis Speech and Hearing Center      	 - University of Memphis   
3251,3251,http://www.memphis.edu/csd/people/lfnughty.php,"Lynda Feenaughty, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3252,3252,http://www.memphis.edu/csd/people/jlsnddge.php,"John L. Sandidge, M.A. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3253,3253,http://www.memphis.edu/csd/people/jsable.php,"Julie Marshall, M.A., CCC-SLP -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3254,3254,http://www.memphis.edu/csd/people/koller.php,"D. Kimbrough Oller, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3255,3255,http://www.memphis.edu/csd/people/robyncox.php,"Robyn M. Cox, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3256,3256,http://www.memphis.edu/csd/people/jptaylr2.php,"Jennifer P. Taylor, Au.D., CCC-A  -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3257,3257,http://www.memphis.edu/csd/people/dwark.php,"David J. Wark, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3258,3258,http://www.memphis.edu/csd/people/hgould.php,"Herbert J. Gould, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3259,3259,http://www.memphis.edu/csd/people/wmanning.php,"Walter H. Manning, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3260,3260,http://www.memphis.edu/csd/people/mdunham.php,"Marilyn D. Wark, M.A., CCC-SLP  -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3261,3261,http://www.memphis.edu/csd/people/vhaddix.php,"Vicki Haddix, M.S. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3262,3262,http://www.memphis.edu/csd/people/cbbanks.php,"Casandra B. Banks, Au.D., CCC-A -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3263,3263,http://www.memphis.edu/csd/people/jckahane.php,"Joel C. Kahane, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3264,3264,http://www.memphis.edu/csd/people/ljrmlwcz.php,"Linda D. Jarmulowicz, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3265,3265,http://www.memphis.edu/csd/people/mmendel.php,"Maurice I. Mendel, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3266,3266,http://www.memphis.edu/csd/people/phdstudents.php,Ph.D. Students in CSD -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3267,3267,http://www.memphis.edu/csd/people/gmbdlman.php,"Gavin M. Bidelman, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3268,3268,http://www.memphis.edu/csd/people/jajhns10.php,"Jani A. Johnson, Au.D., Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3269,3269,http://www.memphis.edu/csd/people/mrvnmrsb.php,"Miriam van Mersbergen, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3270,3270,http://www.memphis.edu/csd/people/neichorn.php,"Naomi Eichorn, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3271,3271,http://www.memphis.edu/csd/people/staff.php,CSD Staff  -       	School of Communication Sciences and Disorders      	 - University of Memphis   
3272,3272,http://www.memphis.edu/csd/people/esmith26.php,"Eileen Smith, Au.D., CCC-A -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3273,3273,http://www.memphis.edu/csd/people/jcmerrill.php,"JoClaire Merrill, M.A. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3274,3274,http://www.memphis.edu/csd/people/ehbuder.php,"Eugene H. Buder, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3275,3275,http://www.memphis.edu/csd/people/lmendel.php,"Lisa Lucks Mendel, Ph.D. -       	School of Communication Sciences and Disorders      	 - University of Memphis   "
3276,3276,http://www.memphis.edu/cris/about/calendar.php,Calendar -       	CRIS      	 - University of Memphis   
3277,3277,http://www.memphis.edu/cris/about/staff.php,CRIS Staff -       	CRIS      	 - University of Memphis   
3278,3278,http://www.memphis.edu/cris/about/faqs.php,Frequently Asked Questions -       	CRIS      	 - University of Memphis   
3279,3279,http://www.memphis.edu/cris/aquatics/lifeguardjobs.php,Lifeguard Jobs -       	CRIS      	 - University of Memphis   
3280,3280,http://www.memphis.edu/cris/about/student-membership.php,Student Membership -       	CRIS      	 - University of Memphis   
3281,3281,http://www.memphis.edu/cris/about/faculty-staff.php,Faculty & Staff -       	CRIS      	 - University of Memphis   
3282,3282,http://www.memphis.edu/cris/about/household.php,Household -       	CRIS      	 - University of Memphis   
3283,3283,http://www.memphis.edu/cris/about/history.php,History of CRIS -       	CRIS      	 - University of Memphis   
3284,3284,http://www.memphis.edu/cris/about/alum-community.php,Alumni & Community -       	CRIS      	 - University of Memphis   
3285,3285,http://www.memphis.edu/cris/about,
3286,3286,http://www.memphis.edu/cris/aquatics/swim-lessons-registration.php,Swim Lessons Registration -       	CRIS      	 - University of Memphis   
3287,3287,http://www.memphis.edu/cris/aquatics/early-bird.php,Early Bird Swim Program -       	CRIS      	 - University of Memphis   
3288,3288,http://www.memphis.edu/cris/aquatics,
3289,3289,http://www.memphis.edu/cris/aquatics/pool-rules.php,Pool Rules -       	CRIS      	 - University of Memphis   
3290,3290,http://www.memphis.edu/cris/classes/asktrainer.php,Ask the Trainer -       	CRIS      	 - University of Memphis   
3291,3291,http://www.memphis.edu/cris/classes/assessments.php,Assessments -       	CRIS      	 - University of Memphis   
3292,3292,http://www.memphis.edu/cris/classes/fitness-instructors.php,Group Fitness Instructors -       	CRIS      	 - University of Memphis   
3293,3293,http://www.memphis.edu/cris/classes/index.php,Group Fitness Class Schedule -       	CRIS      	 - University of Memphis   
3294,3294,http://www.memphis.edu/cris/classes/personal-training.php,Personal Training -       	CRIS      	 - University of Memphis   
3295,3295,http://www.memphis.edu/cris/classes/certifiedtrainers.php,Certified Trainers -       	CRIS      	 - University of Memphis   
3296,3296,http://www.memphis.edu/cris/classes/videos.php,Fitness Class Videos -       	CRIS      	 - University of Memphis   
3297,3297,http://www.memphis.edu/cris/classes,
3298,3298,http://www.memphis.edu/cris/classes/tigerfit.php,Tiger Fit -       	CRIS      	 - University of Memphis   
3299,3299,http://www.memphis.edu/cris/classes/massage-therapy.php,Massage Therapy -       	CRIS      	 - University of Memphis   
3300,3300,http://www.memphis.edu/cris/classes/trainingrates.php,personaltraining-rates -       	CRIS      	 - University of Memphis   
3301,3301,http://www.memphis.edu/cris/intramurals,
3302,3302,http://www.memphis.edu/cris/memfit/memfit-5.php, MemFit -       	CRIS      	 - University of Memphis   
3303,3303,http://www.memphis.edu/cris/facilities/additionalresources.php,Additional Resources -       	CRIS      	 - University of Memphis   
3304,3304,http://www.memphis.edu/cris/facilities/online-space-request.php,Online Space Request -       	CRIS      	 - University of Memphis   
3305,3305,http://www.memphis.edu/cris/facilities/rules.php,Rules/Procedures -       	CRIS      	 - University of Memphis   
3306,3306,http://www.memphis.edu/cris/facilities/equipment-rentals.php,Equipment Rentals -       	CRIS      	 - University of Memphis   
3307,3307,http://www.memphis.edu/cris/facilities/severeweather.php,severe-waether -       	CRIS      	 - University of Memphis   
3308,3308,http://www.memphis.edu/cris/facilities/departmental-policies.php,Departmental Policies -       	CRIS      	 - University of Memphis   
3309,3309,http://www.memphis.edu/cris/facilities/emergency-information.php,Emergency Information -       	CRIS      	 - University of Memphis   
3310,3310,http://www.memphis.edu/tsf/givenow/tsf.php,Tiger Scholarship Fund -       	Athletics Development      	 - University of Memphis   
3311,3311,http://www.memphis.edu/tsf/givenow/truebluesociety.php,True Blue Society -       	Athletics Development      	 - University of Memphis   
3312,3312,http://www.memphis.edu/tsf/givenow/mclub.php,M Club -       	Athletics Development      	 - University of Memphis   
3313,3313,http://www.memphis.edu/law/faculty-staff/lidge.php,Ernest Lidge -       	School of Law       	 - University of Memphis   
3314,3314,http://www.memphis.edu/law/about/administration.php,Administration  -       	School of Law       	 - University of Memphis   
3315,3315,http://www.memphis.edu/law/faculty-staff/lisa-geis.php,Lisa Geis -       	School of Law       	 - University of Memphis   
3316,3316,http://www.memphis.edu/law/faculty-staff/marymorris.php,Mary Morris -       	School of Law       	 - University of Memphis   
3317,3317,http://www.memphis.edu/law/faculty-staff/adjunct-faculty.php,Adjunct Faculty  -       	School of Law       	 - University of Memphis   
3318,3318,http://www.memphis.edu/law/faculty-staff/lee-harris.php,Lee Harris -       	School of Law       	 - University of Memphis   
3319,3319,http://www.memphis.edu/law/faculty-staff/kevin-smith.php,Kevin Smith -       	School of Law       	 - University of Memphis   
3320,3320,http://www.memphis.edu/law/faculty-staff/regina-lambert.php,Regina Lambert -       	School of Law       	 - University of Memphis   
3321,3321,http://www.memphis.edu/law/faculty-staff/emeritus-faculty.php,Emeritus Faculty  -       	School of Law       	 - University of Memphis   
3322,3322,http://www.memphis.edu/law/faculty-staff/demetria-frank.php,Demetria Frank -       	School of Law       	 - University of Memphis   
3323,3323,http://www.memphis.edu/law/faculty-staff/carrie_kerley.php,Carrie Kerley -       	School of Law       	 - University of Memphis   
3324,3324,http://www.memphis.edu/law/faculty-staff/lynda-black.php,Lynda Black -       	School of Law       	 - University of Memphis   
3325,3325,http://www.memphis.edu/law/faculty-staff/k-schaffzin.php,Katharine Schaffzin -       	School of Law       	 - University of Memphis   
3326,3326,http://www.memphis.edu/law/faculty-staff/kratzke.php,William Kratzke -       	School of Law       	 - University of Memphis   
3327,3327,http://www.memphis.edu/law/faculty-staff/daniel-kiel.php,Daniel Kiel -       	School of Law       	 - University of Memphis   
3328,3328,http://www.memphis.edu/law/faculty-staff/david-romantz.php,David S. Romantz -       	School of Law       	 - University of Memphis   
3329,3329,http://www.memphis.edu/law/faculty-staff/kritchevsky.php,Barbara Kritchevsky -       	School of Law       	 - University of Memphis   
3330,3330,http://www.memphis.edu/law/faculty-staff/brashier.php,Ralph C. Brashier -       	School of Law       	 - University of Memphis   
3331,3331,http://www.memphis.edu/law/faculty-staff/amy-campbell.php,Amy Campbell -       	School of Law       	 - University of Memphis   
3332,3332,http://www.memphis.edu/law/faculty-staff/steve-mulroy.php,Steve Mulroy -       	School of Law       	 - University of Memphis   
3333,3333,http://www.memphis.edu/law/faculty-staff/john-newman.php,John Newman -       	School of Law       	 - University of Memphis   
3334,3334,http://www.memphis.edu/law/faculty-staff/jeremy-bock.php,Jeremy Bock -       	School of Law       	 - University of Memphis   
3335,3335,http://www.memphis.edu/law/faculty-staff/mcclurg.php,Andrew J. McClurg -       	School of Law       	 - University of Memphis   
3336,3336,http://www.memphis.edu/law/faculty-staff/dr-jones.php,D.R. Jones -       	School of Law       	 - University of Memphis   
3337,3337,http://www.memphis.edu/law/faculty-staff/peter-letsou.php,Peter Letsou -       	School of Law       	 - University of Memphis   
3338,3338,http://www.memphis.edu/law/faculty-staff/donna-harkness.php,Donna Harkness -       	School of Law       	 - University of Memphis   
3339,3339,http://www.memphis.edu/law/faculty-staff/mamlyuk.php,Boris Mamlyuk -       	School of Law       	 - University of Memphis   
3340,3340,http://www.memphis.edu/law/faculty-staff/janet-goode.php,Janet Goode -       	School of Law       	 - University of Memphis   
3341,3341,http://www.memphis.edu/law/faculty-staff/alena-allen.php,Faculty Member Name -       	School of Law       	 - University of Memphis   
3342,3342,http://www.memphis.edu/law/faculty-staff/jodi-wilson.php,Jodi Wilson -       	School of Law       	 - University of Memphis   
3343,3343,http://www.memphis.edu/law/faculty-staff/d-schaffzin.php,Daniel Schaffzin -       	School of Law       	 - University of Memphis   
3344,3344,http://www.memphis.edu/law/about/floorplans.php,Floor Plans  -       	School of Law       	 - University of Memphis   
3345,3345,http://www.memphis.edu/law/about/diversity.php,Diversity  -       	School of Law       	 - University of Memphis   
3346,3346,http://www.memphis.edu/law/about/history.php,History  -       	School of Law       	 - University of Memphis   
3347,3347,http://www.memphis.edu/law/faculty-staff/faculty-news.php,Faculty News  -       	School of Law       	 - University of Memphis   
3348,3348,http://www.memphis.edu/law/about/facilities.php,Facilities  -       	School of Law       	 - University of Memphis   
3349,3349,http://www.memphis.edu/law/about/ml-magazine.php,ML - Memphis Law Magazine  -       	School of Law       	 - University of Memphis   
3350,3350,http://www.memphis.edu/law/about,
3351,3351,http://www.memphis.edu/law/programs/ihelp-symposium.php,Health Law Symposium  -       	School of Law       	 - University of Memphis   
3352,3352,http://www.memphis.edu/law/about/news/ihelppolicylab_launch.php,iHeLP Policy Lab Launch -       	School of Law       	 - University of Memphis   
3353,3353,http://www.memphis.edu/law/about/news/legalwritingexpansion.php,Legal Methods Expansion -       	School of Law       	 - University of Memphis   
3354,3354,http://www.memphis.edu/law/about/news/2015-clea-award.php,CLEA Award -       	School of Law       	 - University of Memphis   
3355,3355,http://www.memphis.edu/law/about/news/npc-fellow.php,Neighborhood Preservation Fellow -       	School of Law       	 - University of Memphis   
3356,3356,http://www.memphis.edu/law/about/news/pillars2016.php,2016 Pillars of Excellence -       	School of Law       	 - University of Memphis   
3357,3357,http://www.memphis.edu/law/about/news/mulroy-scotus-news.php,Mulroy Speaks on SCOTUS Rulings -       	School of Law       	 - University of Memphis   
3358,3358,http://www.memphis.edu/law/about/news/pillars_kirby.php,Holly Kirby Pillars of Excellence -       	School of Law       	 - University of Memphis   
3359,3359,http://www.memphis.edu/law/about/news/2016-clea-award.php,CLEA Award 2016 -       	School of Law       	 - University of Memphis   
3360,3360,http://www.memphis.edu/law/events/cox-ceremony2016.php,2016 Cox Ceremony -       	School of Law       	 - University of Memphis   
3361,3361,http://www.memphis.edu/law/events/implicitbiasconference.php,Implicit Bias Conference -       	School of Law       	 - University of Memphis   
3362,3362,http://www.memphis.edu/law/about/news/advanced_moot_court_award.php,Advanced Moot Court Problem 2017 Award -       	School of Law       	 - University of Memphis   
3363,3363,http://www.memphis.edu/law/about/news/schaffzin_boardoftrustees.php,Schaffzin Selected for Board of Trustees -       	School of Law       	 - University of Memphis   
3364,3364,http://www.memphis.edu/law/about/news/justicerogerpage.php,Roger Page Investiture -       	School of Law       	 - University of Memphis   
3365,3365,http://www.memphis.edu/law/events/externships2016_17.php,2016 Summer Externships -       	School of Law       	 - University of Memphis   
3366,3366,http://www.memphis.edu/law/about/news/palsonlineclinic.php,PALS Online Clinic -       	School of Law       	 - University of Memphis   
3367,3367,http://www.memphis.edu/mediaroom/releases/2016/may16/urbanchildgrant.php,Grant From Urban Childhood Institute  -       	UofM Media Room      	 - University of Memphis   
3368,3368,http://www.memphis.edu/law/about/news/janet-richards.php,Janet Richards -       	School of Law       	 - University of Memphis   
3369,3369,http://www.memphis.edu/law/about/news/mcclurg_casebook.php,McClurg Casebook -       	School of Law       	 - University of Memphis   
3370,3370,http://www.memphis.edu/law/about/news/deancox.php,In Memoriam: Founding Dean Robert Doyle Cox -       	School of Law       	 - University of Memphis   
3371,3371,http://www.memphis.edu/law/programs/legal-clinics.php,Legal Clinics  -       	School of Law       	 - University of Memphis   
3372,3372,http://www.memphis.edu/law/programs/lawreview.php,Law Review  -       	School of Law       	 - University of Memphis   
3373,3373,http://www.memphis.edu/law/programs/travel-team-competitions.php,Advocacy Program Travel Team Competitions  -       	School of Law       	 - University of Memphis   
3374,3374,http://www.memphis.edu/law/programs/law-review-currentjournal.php,Law Review Current Journal -       	School of Law       	 - University of Memphis   
3375,3375,http://www.memphis.edu/law/programs/externships.php,Externship Program  -       	School of Law       	 - University of Memphis   
3376,3376,http://www.memphis.edu/law/programs/law-review-symposium.php,Law Review Symposium  -       	School of Law       	 - University of Memphis   
3377,3377,http://www.memphis.edu/law/programs/joining-mootcourt.php,Joining Moot Court Board  -       	School of Law       	 - University of Memphis   
3378,3378,http://www.memphis.edu/law/programs/advocacy-programs.php,Advocacy Programs  -       	School of Law       	 - University of Memphis   
3379,3379,http://www.memphis.edu/law/programs/international-law-programs.php,International Law Program  -       	School of Law       	 - University of Memphis   
3380,3380,http://www.memphis.edu/law/programs/health-law-society.php,Health Law Society  -       	School of Law       	 - University of Memphis   
3381,3381,http://www.memphis.edu/law/programs/in-school-competitions.php,Advocacy Program In-school Competitions  -       	School of Law       	 - University of Memphis   
3382,3382,http://www.memphis.edu/law/programs/law-review-editorial-board.php,Editorial Board -       	School of Law       	 - University of Memphis   
3383,3383,http://www.memphis.edu/law/programs/law-review-archives.php,Law Review Issue Archive  -       	School of Law       	 - University of Memphis   
3384,3384,http://www.memphis.edu/law/programs/ihelp.php,Institute for Health Law & Policy  -       	School of Law       	 - University of Memphis   
3385,3385,http://www.memphis.edu/law/programs/advocacy-past-champions.php,Advocacy Past Champions  -       	School of Law       	 - University of Memphis   
3386,3386,http://www.memphis.edu/law/programs/law-review-eic.php,Law Review Editor in Chief  -       	School of Law       	 - University of Memphis   
3387,3387,http://www.memphis.edu/law/programs/ihelp-probono.php,iHelp Pro Bono   -       	School of Law       	 - University of Memphis   
3388,3388,http://www.memphis.edu/law/programs/join-law-review.php,Joining Law Review  -       	School of Law       	 - University of Memphis   
3389,3389,http://www.memphis.edu/law/programs/ihelp-advisory-committee.php,iHelp Advisory Committee -       	School of Law       	 - University of Memphis   
3390,3390,http://www.memphis.edu/law/programs/law-review-subscriptions.php,Law Review Subscriptions  -       	School of Law       	 - University of Memphis   
3391,3391,http://www.memphis.edu/law/career-services/alumni-involvement.php,Get Involved  -       	School of Law       	 - University of Memphis   
3392,3392,http://www.memphis.edu/law/career-services/resume-collection.php,Resume Collection Program  -       	School of Law       	 - University of Memphis   
3393,3393,http://www.memphis.edu/law/career-services/clerkships.php,Clerkships  -       	School of Law       	 - University of Memphis   
3394,3394,http://www.memphis.edu/law/career-services/symplicity-guide.php,Symplicity Guide  -       	School of Law       	 - University of Memphis   
3395,3395,http://www.memphis.edu/law/career-services/job-fairs.php,Job Fairs  -       	School of Law       	 - University of Memphis   
3396,3396,http://www.memphis.edu/law/career-services/career-pathways.php,Career Pathways  -       	School of Law       	 - University of Memphis   
3397,3397,http://www.memphis.edu/law/career-services/alumni-visibility.php,Increasing your Visibility   -       	School of Law       	 - University of Memphis   
3398,3398,http://www.memphis.edu/law/career-services/cso-student-services.php,CSO student services  -       	School of Law       	 - University of Memphis   
3399,3399,http://www.memphis.edu/law/career-services/on-campus-recruiting.php,On Campus Recruiting  -       	School of Law       	 - University of Memphis   
3400,3400,http://www.memphis.edu/law/career-services/oci.php,On Campus Interviews  -       	School of Law       	 - University of Memphis   
3401,3401,http://www.memphis.edu/law/career-services/index.php,Career Services Office -       	School of Law       	 - University of Memphis   
3402,3402,http://www.memphis.edu/law/career-services/reciprocity.php,Reciprocity  -       	School of Law       	 - University of Memphis   
3403,3403,http://www.memphis.edu/law/career-services/posting-jobs.php,Posting a Job  -       	School of Law       	 - University of Memphis   
3404,3404,http://www.memphis.edu/law/career-services/alumni-services.php,Alumni Resources & Services  -       	School of Law       	 - University of Memphis   
3405,3405,http://www.memphis.edu/law/career-services/job-postings.php,Job Postings  -       	School of Law       	 - University of Memphis   
3406,3406,http://www.memphis.edu/law/career-services/cso-orientation.php,1L CSO Orientation  -       	School of Law       	 - University of Memphis   
3407,3407,http://www.memphis.edu/lawcalendar,
3408,3408,http://www.memphis.edu/law/events,
3409,3409,http://www.memphis.edu/law/alumni/priority-programs.php,Priority Programs  -       	School of Law       	 - University of Memphis   
3410,3410,http://www.memphis.edu/law/alumni/impact-of-giving.php,Impact of Giving  -       	School of Law       	 - University of Memphis   
3411,3411,http://www.memphis.edu/development/update-info-new.php,Update Your Info -       	Development      	 - University of Memphis   
3412,3412,http://www.memphis.edu/law/alumni/awards-scholarships.php,Awards & Scholarships  -       	School of Law       	 - University of Memphis   
3413,3413,http://www.memphis.edu/law/alumni/strategic-initiative.php,Deans Strategic Initiative -       	School of Law       	 - University of Memphis   
3414,3414,http://www.memphis.edu/law/alumni/how-to-give.php,How to Give to Memphis Law  -       	School of Law       	 - University of Memphis   
3415,3415,http://www.memphis.edu/law/alumni/student-class-gift.php,Student Class Gift  -       	School of Law       	 - University of Memphis   
3416,3416,http://www.memphis.edu/law/student-affairs/academicsuccessprogram.php,Academic Success Program -       	School of Law       	 - University of Memphis   
3417,3417,http://www.memphis.edu/law/student-affairs/study-abroad.php,Study Abroad  -       	School of Law       	 - University of Memphis   
3418,3418,http://www.memphis.edu/law/student-affairs/locker-rentals.php,Locker Rentals  -       	School of Law       	 - University of Memphis   
3419,3419,http://www.memphis.edu/law/student-affairs/counseling.php,Counseling Services  -       	School of Law       	 - University of Memphis   
3420,3420,http://www.memphis.edu/law/student-affairs/orientation.php,Orientation  -       	School of Law       	 - University of Memphis   
3421,3421,http://www.memphis.edu/law/student-affairs/id-cards.php,ID Cards  -       	School of Law       	 - University of Memphis   
3422,3422,http://www.memphis.edu/law/student-affairs/parking.php,Parking  -       	School of Law       	 - University of Memphis   
3423,3423,http://www.memphis.edu/law/student-affairs/housing.php,Housing -       	School of Law       	 - University of Memphis   
3424,3424,http://www.memphis.edu/its/security/current-alerts.php,Current Alerts -       	ITS      	 - University of Memphis   
3425,3425,http://www.memphis.edu/its/security/personal-info-security.php,Personal Information Security  -       	ITS      	 - University of Memphis   
3426,3426,http://www.memphis.edu/its/security/security-awareness.php,Security Awareness Training -       	ITS      	 - University of Memphis   
3427,3427,http://www.memphis.edu/its/security/duo.php,Duo Account Security -       	ITS      	 - University of Memphis   
3428,3428,http://www.memphis.edu/its/security/web.php,Web Security Guidelines -       	ITS      	 - University of Memphis   
3429,3429,http://www.memphis.edu/its/security/policies-guidelines.php,Policies and Guidelines  -       	ITS      	 - University of Memphis   
3430,3430,http://www.memphis.edu/its/security/phishing.php,Phishing  -       	ITS      	 - University of Memphis   
3431,3431,http://www.memphis.edu/its/security/incident-report.php,Security Incident Report  -       	ITS      	 - University of Memphis   
3432,3432,http://www.memphis.edu/its/security/best-practices.php,Security Best Practices  -       	ITS      	 - University of Memphis   
3433,3433,http://www.memphis.edu/its/security/access-termination.php,IT Resource Access Termination Procedures -       	ITS      	 - University of Memphis   
3434,3434,http://www.memphis.edu/its/resources/vendor-integration-checklist.php,Vendor Integration Checklist  -       	ITS      	 - University of Memphis   
3435,3435,http://www.memphis.edu/its/resources/maintenance.php, Quarterly Weekend Maintenance Schedules -       	ITS      	 - University of Memphis   
3436,3436,http://www.memphis.edu/its/resources/data-warehouse.php,Data Warehouse -       	ITS      	 - University of Memphis   
3437,3437,http://www.memphis.edu/its/governance/isac.php, Information Security Advisory Committee -       	ITS      	 - University of Memphis   
3438,3438,http://www.memphis.edu/its/governance/taf.php,Dean's TAF Committee  -       	ITS      	 - University of Memphis   
3439,3439,http://www.memphis.edu/its/governance/itppc.php,I.T. Policy & Planning Council  -       	ITS      	 - University of Memphis   
3440,3440,http://www.memphis.edu/its/governance/esac.php,Enterprise Systems Advisory Committee  -       	ITS      	 - University of Memphis   
3441,3441,http://www.memphis.edu/its/governance/student-advisory.php, Student Technology Advisory Committee -       	ITS      	 - University of Memphis   
3442,3442,http://www.memphis.edu/its/governance/rtac.php,Research Technology Advisory Committee  -       	ITS      	 - University of Memphis   
3443,3443,http://www.memphis.edu/its/governance/tlac.php,Teaching & Learning Advisory Committee  -       	ITS      	 - University of Memphis   
3444,3444,http://www.memphis.edu/umtech/service_catalog/general/index.php,General Questions -       	umTech - Information Technology Services       	 - University of Memphis   
3445,3445,http://www.memphis.edu/umtech/service_catalog/email/index.php,Email and Collaboration -       	umTech - Information Technology Services       	 - University of Memphis   
