,0,1,title
0,0,http://www.memphis.edu,
5748,5748,http://www.memphis.edu/libraries/administration/libraries_standing_committees.php,Libraries Standing Committees -       	Libraries      	 - University of Memphis   
5749,5749,http://www.memphis.edu/libraries/lambuthlibrary/study.php,Study Rooms -       	Libraries      	 - University of Memphis   
5750,5750,http://www.memphis.edu/libraries/lambuthlibrary/news.php,Lambuth Library News -       	Libraries      	 - University of Memphis   
5751,5751,http://www.memphis.edu/libraries/lambuthlibrary/listen.php,Listening Lab -       	Libraries      	 - University of Memphis   
5752,5752,http://www.memphis.edu/libraries/lambuthlibrary/jacklib.php, Other Jackson Libraries -       	Libraries      	 - University of Memphis   
5753,5753,http://www.memphis.edu/libraries/lambuthlibrary/reserve.php,Course Reserves -       	Libraries      	 - University of Memphis   
5754,5754,http://www.memphis.edu/libraries/lambuthlibrary/tech.php,Technology -       	Libraries      	 - University of Memphis   
5755,5755,http://www.memphis.edu/libraries/learningcommons,
5756,5756,http://www.memphis.edu/libraries/administration,
5757,5757,http://www.memphis.edu/libraries/musiclibrary/dict_ency.php,Dictionaries and Encyclopedias  -       	Libraries      	 - University of Memphis   
5758,5758,http://www.memphis.edu/libraries/musiclibrary/comps_coll.php,Composers' Collections  -       	Libraries      	 - University of Memphis   
5759,5759,http://www.memphis.edu/libraries/musiclibrary/tech_equip.php,Tech Equipment  -       	Libraries      	 - University of Memphis   
5760,5760,http://www.memphis.edu/libraries/musiclibrary/str_aud.php,Streaming Audio  -       	Libraries      	 - University of Memphis   
5761,5761,http://www.memphis.edu/libraries/musiclibrary/genl_colls.php,General Collections of Digital Scores  -       	Libraries      	 - University of Memphis   
5762,5762,http://www.memphis.edu/libraries/musiclibrary/elec_ind.php,Electronic Indexes  -       	Libraries      	 - University of Memphis   
5763,5763,http://www.memphis.edu/libraries/musiclibrary/ms_early.php,Manuscripts and Early Editions in Digital Scores  -       	Libraries      	 - University of Memphis   
5764,5764,http://www.memphis.edu/libraries/musiclibrary/mus_lib_hours.php,Music Library Hours -       	Libraries      	 - University of Memphis   
5765,5765,http://www.memphis.edu/libraries/musiclibrary/contact.php,Contact Us -       	Libraries      	 - University of Memphis   
5766,5766,http://www.memphis.edu/libraries/musiclibrary/res_gds.php,Research Guides  -       	Libraries      	 - University of Memphis   
5767,5767,http://www.memphis.edu/libraries/musiclibrary/memphis_libs.php,Memphis Libraries -       	Libraries      	 - University of Memphis   
5768,5768,http://www.memphis.edu/libraries/docs/admin_leave.doc,
5769,5769,http://www.memphis.edu/libraries/about/forms/top_notch_tiger.php,Top Notch Tiger -       	Libraries      	 - University of Memphis   
5770,5770,http://www.memphis.edu/libraries/help/index.php,Ask A Librarian -       	Libraries      	 - University of Memphis   
5771,5771,http://www.memphis.edu/libraries/docs/admin_stdntposdescr.doc,
5772,5772,http://www.memphis.edu/libraries/circulation/index.php,Circulation Homepage  -       	Libraries      	 - University of Memphis   
5773,5773,http://www.memphis.edu/libraries/docs/admin_alt_use.doc,
5774,5774,http://www.memphis.edu/libraries/docs/circ_billingform2.doc,
5775,5775,http://www.memphis.edu/libraries/docs/admin_equipment_request.doc,
5776,5776,http://www.memphis.edu/libraries/docs/admin_purchase.doc,
5777,5777,http://www.memphis.edu/libraries/cataloging/index.php, Cataloging -       	Libraries      	 - University of Memphis   
5778,5778,http://www.memphis.edu/libraries/docs/circ_sp_priv2012.doc,
5779,5779,http://www.memphis.edu/libraries/collectionmgmt/index.php,Collection Management  -       	Libraries      	 - University of Memphis   
5780,5780,http://www.memphis.edu/libraries/docs/admin_specsupplies_1_.doc,
5781,5781,http://www.memphis.edu/libraries/docs/student.hiring.form.doc,
5782,5782,http://www.memphis.edu/libraries/docs/highschoolspecialform.doc,
5783,5783,http://www.memphis.edu/libraries/hslibrary/about_csl.php, about HSL -       	Libraries      	 - University of Memphis   
5784,5784,http://www.memphis.edu/libraries/hslibrary/staff.php,Staff -       	Libraries      	 - University of Memphis   
5785,5785,http://www.memphis.edu/libraries/collectionmgmt/policy_buy_employee.php,Buying for Employees Policy -       	Libraries      	 - University of Memphis   
5786,5786,http://www.memphis.edu/libraries/collectionmgmt/policy_periodicals.php,Periodicals Checkout Policies -       	Libraries      	 - University of Memphis   
5787,5787,http://www.memphis.edu/libraries/ill/index.php,Interlibrary LoanPage Title -       	Libraries      	 - University of Memphis   
5788,5788,http://www.memphis.edu/libraries/collectionmgmt/policy_gifts.php,Policy on Gifts -       	Libraries      	 - University of Memphis   
5789,5789,http://www.memphis.edu/libraries/lis/computer_access.php,Computer Access Policy -       	Libraries      	 - University of Memphis   
5790,5790,http://www.memphis.edu/libraries/collectionmgmt/policy_binding.php,Binding Guidelines -       	Libraries      	 - University of Memphis   
5791,5791,http://www.memphis.edu/libraries/collectionmgmt/policy_cancellations.php,Cancellations and Claims Guidelines -       	Libraries      	 - University of Memphis   
5792,5792,http://www.memphis.edu/libraries/collectionmgmt/policy_multicopy.php,Multiple Copies Policy -       	Libraries      	 - University of Memphis   
5793,5793,http://www.memphis.edu/libraries/about/policies/food.php,"Food, Drink, and Tobacco Policy -       	Libraries      	 - University of Memphis   "
5794,5794,http://www.memphis.edu/libraries/about/policies/display.php,Display Policy -       	Libraries      	 - University of Memphis   
5795,5795,http://www.memphis.edu/libraries/collectionmgmt/policy_standing_orders.php,Standing Orders Policy -       	Libraries      	 - University of Memphis   
5796,5796,http://www.memphis.edu/libraries/lis/guest_comp_access.php,Guest Computer Access Policy -       	Libraries      	 - University of Memphis   
5797,5797,http://www.memphis.edu/libraries/collectionmgmt/policy_cartographic.php,Cartographic Materials Guidelines -       	Libraries      	 - University of Memphis   
5798,5798,http://www.memphis.edu/libraries/about/policies/quiet.php,Quiet Policy -       	Libraries      	 - University of Memphis   
5799,5799,http://www.memphis.edu/libraries/collectionmgmt/policy_software.php,Software Policy -       	Libraries      	 - University of Memphis   
5800,5800,http://www.memphis.edu/libraries/collectionmgmt/policy_retention.php,Retention of Acquisitions Documents -       	Libraries      	 - University of Memphis   
5801,5801,http://www.memphis.edu/libraries/collectionmgmt/policy_microformat.php,Microformat Policy -       	Libraries      	 - University of Memphis   
5802,5802,http://www.memphis.edu/libraries/collectionmgmt/policy_vendor_selection.php,Vendor Selection Policy -       	Libraries      	 - University of Memphis   
5803,5803,http://www.memphis.edu/libraries/collectionmgmt/policy_av.php,Audio-Visual Policy -       	Libraries      	 - University of Memphis   
5804,5804,http://www.memphis.edu/libraries/collectionmgmt/polcy_comprehensive.php,Comprehensive Collection Management Policy -       	Libraries      	 - University of Memphis   
5805,5805,http://www.memphis.edu/hookspapers/about,
5806,5806,http://www.memphis.edu/uofmglobal/admissions/,Online Admissions Process -       	UofM Global      	 - University of Memphis   
5807,5807,http://www.memphis.edu/uofmglobal/financialaid,
5808,5808,http://www.memphis.edu/uofmglobal/financialaid/online_altloans.php,Alternative Loans -       	UofM Global      	 - University of Memphis   
5809,5809,http://www.memphis.edu/financialaid/net_price_calculator/, Net Price Calculator -       	Financial Aid      	 - University of Memphis   
5810,5810,http://www.memphis.edu/registrar/vetedben/notices/911-fedta.php,Federal Tuition Assistance  -       	Registrar      	 - University of Memphis   
5811,5811,http://www.memphis.edu/registrar/vetedben/ch33.php,Chapter 31/Post-911 GI Bill  -       	Registrar      	 - University of Memphis   
5812,5812,http://www.memphis.edu/registrar/vetedben,
5813,5813,http://www.memphis.edu/registrar/vetedben/notices/tuition-coverage.php,Ch 33 /  Post-911: Not All Fees Covered -       	Registrar      	 - University of Memphis   
5814,5814,http://www.memphis.edu/priorlearning/,Home -       	Prior Learning      	 - University of Memphis   
5815,5815,http://www.memphis.edu/priorlearning/licenses_certificates.php,ELC Pre-Assessed -       	Prior Learning      	 - University of Memphis   
5816,5816,http://www.memphis.edu/umtech/student_sucess,
5817,5817,http://www.memphis.edu/idt/idt_courses/edd_checklist.php,IDT EdD Checklist -       	Instructional Design and Technology      	 - University of Memphis   
5818,5818,http://www.memphis.edu/idt/idt_courses/ms_checklist.php,IDT MS Checklist -       	Instructional Design and Technology      	 - University of Memphis   
5819,5819,http://www.memphis.edu/idt/idt_courses,
5820,5820,http://www.memphis.edu/icl/graduate-studies.htm,
5821,5821,http://www.memphis.edu/lead/docs/posadultedu.doc,
5822,5822,http://www.memphis.edu/lead/hiad,
5823,5823,http://www.memphis.edu/umparent/,UofM Parents and Families -       	Parent & Family Services      	 - University of Memphis   
5824,5824,http://www.memphis.edu/commencement/diplomas,
5825,5825,http://www.memphis.edu/gradcatalog/degree_planning/edu/index.php,University of Memphis - Acalog ACMSâ¢
5826,5826,http://www.memphis.edu/graduateadmissions/readmit,
5827,5827,http://www.memphis.edu/graduateadmissions/international,
5828,5828,http://www.memphis.edu/iei/about,
5829,5829,http://www.memphis.edu/english/graduate/phd/literary_studies.php,Literary and Cultural Studies  -       	Department of English      	 - University of Memphis   
5830,5830,http://www.memphis.edu/english/graduate/mfa/creative_writing.php,Creative Writing  -       	Department of English      	 - University of Memphis   
5831,5831,http://www.memphis.edu/english/graduate/ma/professional_writing.php,Professional Writing  -       	Department of English      	 - University of Memphis   
5832,5832,http://www.memphis.edu/english/graduate/ma/comp_studies.php,Composition Studies  -       	Department of English      	 - University of Memphis   
5833,5833,http://www.memphis.edu/english/graduate/financial_aid.php,Financial Aid  -       	Department of English      	 - University of Memphis   
5834,5834,http://www.memphis.edu/english/graduate/ma/literature.php,Literature  -       	Department of English      	 - University of Memphis   
5835,5835,http://www.memphis.edu/english/graduate/phd/composition_studies.php,Composition Studies  -       	Department of English      	 - University of Memphis   
5836,5836,http://www.memphis.edu/english/graduate/online_programs.php,Online Degree Programs  -       	Department of English      	 - University of Memphis   
5837,5837,http://www.memphis.edu/english/graduate/advising.php,Advising  -       	Department of English      	 - University of Memphis   
5838,5838,http://www.memphis.edu/english/graduate/phd/professional_writing.php,Professional Writing  -       	Department of English      	 - University of Memphis   
5839,5839,http://www.memphis.edu/english/graduate,
5840,5840,http://www.memphis.edu/english/graduate/certificate/african_american_literature.php,Certificate in African American Literature  -       	Department of English      	 - University of Memphis   
5841,5841,http://www.memphis.edu/english/graduate/phd/applied_liguistics.php,Applied Linguistics  -       	Department of English      	 - University of Memphis   
5842,5842,http://www.memphis.edu/english/graduate/certificate/esl_efl_certificate.php,Certificate in TESL/TEFL  -       	Department of English      	 - University of Memphis   
5843,5843,http://www.memphis.edu/english/graduate/organizations/umego.php,UM English Graduate Organization  -       	Department of English      	 - University of Memphis   
5844,5844,http://www.memphis.edu/english/graduate/admissions.php,Graduate Admissions -       	Department of English      	 - University of Memphis   
5845,5845,http://www.memphis.edu/english/graduate/gradcourses.php,Graduate Courses -       	Department of English      	 - University of Memphis   
5846,5846,http://www.memphis.edu/english/graduate/ma/linguistics.php,Linguistics  -       	Department of English      	 - University of Memphis   
5847,5847,http://www.memphis.edu/athletics/about,
5848,5848,http://www.memphis.edu/erc/research/physiological-ecology.php,Physiological Ecology -       	ERC      	 - University of Memphis   
5849,5849,http://www.memphis.edu/erc/research/wildlife-ecology-conservation-biology.php,Wildlife Ecology and Conservation Biology -       	ERC      	 - University of Memphis   
5850,5850,http://www.memphis.edu/erc/research/theoretical-ecology-behavioral-evolutionary-ecology.php,Theoretical Ecology Behavioral and Evolutionary Ecology -       	ERC      	 - University of Memphis   
5851,5851,http://www.memphis.edu/erc/people/board.php,ERC Advising Board -       	ERC      	 - University of Memphis   
5852,5852,http://www.memphis.edu/suapp/people/index.php, SUAPP People -       	SUAPP      	 - University of Memphis   
5853,5853,http://www.memphis.edu/biology/people/faculty/jennifer-mandel.php,"Jennifer R. Mandel, Ph.D.  -       	Biological Sciences      	 - University of Memphis   "
5854,5854,http://www.memphis.edu/earthsciences/faculty_people/esra-ozdenerol.php,Esra Ozdenerol -       	Earth Sciences      	 - University of Memphis   
5855,5855,http://www.memphis.edu/history/faculty/faculty/james-fickle.php,James E. Fickle -       	Department of History      	 - University of Memphis   
5856,5856,http://www.memphis.edu/biology/people/faculty/david-freeman.php,David Freeman -       	Biological Sciences      	 - University of Memphis   
5857,5857,http://www.memphis.edu/biology/people/faculty/charles-lessman.php,"Charles A. Lessman, Ph.D. -       	Biological Sciences      	 - University of Memphis   "
5858,5858,http://www.memphis.edu/anthropology/people/keri-brondo.php,Dr. Keri Vacanti Brondo -       	Department of Anthropology      	 - University of Memphis   
5859,5859,http://www.memphis.edu/biology/people/faculty/melvin-beck.php,Melvin Beck -       	Biological Sciences      	 - University of Memphis   
5860,5860,http://www.memphis.edu/biology/people/faculty/matthew-parris.php,"Matthew Parris, Ph.D. -       	Biological Sciences      	 - University of Memphis   "
5861,5861,http://www.memphis.edu/erc/people/cooperators.php,ERC Cooperators -       	ERC      	 - University of Memphis   
5862,5862,http://www.memphis.edu/biology/people/faculty/reza-pezeshki.php,"Reza Pezeshki, Ph.D.  -       	Biological Sciences      	 - University of Memphis   "
5863,5863,http://www.memphis.edu/biology/people/faculty/bill-simco.php,Bill Simco -       	Biological Sciences      	 - University of Memphis   
5864,5864,http://www.memphis.edu/anthropology/people/kathryn-hicks.php,Kathryn Hicks -       	Department of Anthropology      	 - University of Memphis   
5865,5865,http://www.memphis.edu/earthsciences/faculty_people/hsiang-te-kung.php,Hsiang-te Kung -       	Earth Sciences      	 - University of Memphis   
5866,5866,http://www.memphis.edu/earthsciences/faculty_people/arlene-hill.php,Arlene Hill -       	Earth Sciences      	 - University of Memphis   
5867,5867,http://www.memphis.edu/biology/people/faculty/michael-ferkin.php,"Michael H. Ferkin, Ph.D.  -       	Biological Sciences      	 - University of Memphis   "
5868,5868,http://www.memphis.edu/earthsciences/faculty_people/jerry-bartholomew.php,Jerry Bartholomew -       	Earth Sciences      	 - University of Memphis   
5869,5869,http://www.memphis.edu/biology/people/faculty/tit-yee-wong.php,Tit-Yee Wong -       	Biological Sciences      	 - University of Memphis   
5870,5870,http://www.memphis.edu/erc/people/outside-faculty.php,Outside Faculty -       	ERC      	 - University of Memphis   
5871,5871,http://www.memphis.edu/meeman,
5872,5872,http://www.memphis.edu/socialwork/resources/phi-alpha.php,Phi Alpha Honor Society -       	Social Work      	 - University of Memphis   
5873,5873,http://www.memphis.edu/socialwork/graduate/requirements.php,Admission Requirements -       	Social Work      	 - University of Memphis   
5874,5874,http://www.memphis.edu/socialwork/graduate/semester_schedule.php,Semester Schedules -       	Social Work      	 - University of Memphis   
5875,5875,http://www.memphis.edu/socialwork/graduate/program-study-plans.php,MSW Program and Study Plans -       	Social Work      	 - University of Memphis   
5876,5876,http://www.memphis.edu/socialwork/field_forms.php,Field Forms -       	Social Work      	 - University of Memphis   
5877,5877,http://www.memphis.edu/socialwork/graduate/licensure-program-requirements.php,MSW Licensure Program Requirements -       	Social Work      	 - University of Memphis   
5878,5878,http://www.memphis.edu/socialwork/graduate/funding.php,Funding Opportunities -       	Social Work      	 - University of Memphis   
5879,5879,http://www.memphis.edu/socialwork/graduate/deadlines.php,Deadlines -       	Social Work      	 - University of Memphis   
5880,5880,http://www.memphis.edu/socialwork/undergraduate/field_agencies.php,Field Agencies -       	Social Work      	 - University of Memphis   
5881,5881,http://www.memphis.edu/socialwork/graduate/go-sw.php,Graduate Organization of Social Work -       	Social Work      	 - University of Memphis   
5882,5882,http://www.memphis.edu/socialwork/graduate/faqs.php,FAQs -       	Social Work      	 - University of Memphis   
5883,5883,http://www.memphis.edu/socialwork/research/msw-pdi.php,MSW-PDI -       	Social Work      	 - University of Memphis   
5884,5884,http://www.memphis.edu/mediaroom/releases/2017/jan17/lambuthmsw.php,UofM Lambuth Master of Social Work Program  -       	UofM Media Room      	 - University of Memphis   
5885,5885,http://www.memphis.edu/socialwork/cayd/,Center for the Advancement of Youth Development  -       	Social Work      	 - University of Memphis   
5886,5886,http://www.memphis.edu/socialwork/institute/studentshelpingstudents.php,Students Helping Students -       	Social Work      	 - University of Memphis   
5887,5887,http://www.memphis.edu/socialwork/research/social-emotional.php,Social-Emotional Curriculum -       	Social Work      	 - University of Memphis   
5888,5888,http://www.memphis.edu/suapp/research_and_outreach/swrk_friendforlife.php,Social Work - Friends for Life -       	SUAPP      	 - University of Memphis   
5889,5889,http://www.memphis.edu/socialwork/institute/index.php,Institute -       	Social Work      	 - University of Memphis   
5890,5890,http://www.memphis.edu/socialwork/research/poverty_fact_sheets.php,Poverty Fact Sheet -       	Social Work      	 - University of Memphis   
5891,5891,http://www.memphis.edu/socialwork/program-evaluation/2015program_evaluation.php,Program Evaluation -       	Social Work      	 - University of Memphis   
5892,5892,http://www.memphis.edu/socialwork/images/youllneedaswer.gif,
5893,5893,http://www.memphis.edu/socialwork/people/advisory_board.php,Advisory Board -       	Social Work      	 - University of Memphis   
5894,5894,http://www.memphis.edu/socialwork/undergraduate/licensure.php,Licensure Program -       	Social Work      	 - University of Memphis   
5895,5895,http://www.memphis.edu/childcare/index.php,Child Care - Child Development Center -       	Child Care      	 - University of Memphis   
5896,5896,http://www.memphis.edu/socialwork/undergraduate/advising.php,Academic Advising -       	Social Work      	 - University of Memphis   
5897,5897,http://www.memphis.edu/socialwork/undergraduate/2017swrk_open_house.pptx,
5898,5898,http://www.memphis.edu/socialwork/undergraduate/requirements.php,Program Requirements -       	Social Work      	 - University of Memphis   
5899,5899,http://www.memphis.edu/socialwork/undergraduate/semester_sched.php,Semester Schedules -       	Social Work      	 - University of Memphis   
5900,5900,http://www.memphis.edu/socialwork/undergraduate/funding.php,Funding -       	Social Work      	 - University of Memphis   
5901,5901,http://www.memphis.edu/socialwork/undergraduate/faqs.php,FAQs -       	Social Work      	 - University of Memphis   
5902,5902,http://www.memphis.edu/ceri//research/urban_haz/,2015 Memphis Urban Hazard Maps -       	CERI      	 - University of Memphis   
5903,5903,http://www.memphis.edu/ceri/compendium/index.php, New Madrid Compendium -       	CERI      	 - University of Memphis   
5904,5904,http://www.memphis.edu/ceri/compendium/nmad_doc.php,New Madrid: The Earthquakes of 1811-1812 -       	CERI      	 - University of Memphis   
5905,5905,http://www.memphis.edu/ceri/wgdc/index.php,The Working Grouup on Data Conversion -       	CERI      	 - University of Memphis   
5906,5906,http://www.memphis.edu/ceri/seismic/heli.php, Recent Helicorder Images for Mid-America -       	CERI      	 - University of Memphis   
5907,5907,http://www.memphis.edu/ceri/nele/index.php, Northern Embayment Lithospere Experiment (NELE) -       	CERI      	 - University of Memphis   
5908,5908,http://www.memphis.edu/ceri/seismic/catalog.php,New Madrid Catalog Search -       	CERI      	 - University of Memphis   
5909,5909,http://www.memphis.edu/ceri/seismic/stations.php,CERI Seismic Networks Station List  -       	CERI      	 - University of Memphis   
5910,5910,http://www.memphis.edu/ceri/people/faculty/arch-johnston.php,Dr. Arch Johnston -       	CERI      	 - University of Memphis   
5911,5911,http://www.memphis.edu/ceri/people/faculty/charles-langston.php,Dr. Charles Langston -       	CERI      	 - University of Memphis   
5912,5912,http://www.memphis.edu/ceri/people/faculty/christine-powell.php,Dr. Christine Powell -       	CERI      	 - University of Memphis   
5913,5913,http://www.memphis.edu/ceri/people/faculty/robert-smalley.php,"Dr. Robert Smalley, Jr. -       	CERI      	 - University of Memphis   "
5914,5914,http://www.memphis.edu/ceri/people/faculty/ricardo-taborda.php,Dr. Ricardo Taborda -       	CERI      	 - University of Memphis   
5915,5915,http://www.memphis.edu/ceri/people/staff.php, CERI Staff -       	CERI      	 - University of Memphis   
5916,5916,http://www.memphis.edu/ceri/people/faculty/eric-daub.php,Dr. Eric Daub -       	CERI      	 - University of Memphis   
5917,5917,http://www.memphis.edu/ceri/people/faculty/james-dorman.php,Dr. H. James Dorman -       	CERI      	 - University of Memphis   
5918,5918,http://www.memphis.edu/ceri/people/faculty/eunseo-choi.php,Eunseo Choi -       	CERI      	 - University of Memphis   
5919,5919,http://www.memphis.edu/ceri/people/faculty/jer-ming-chiu.php,Jer-Ming Chiu -       	CERI      	 - University of Memphis   
5920,5920,http://www.memphis.edu/ceri/people/students.php,CERI Graduate Students  -       	CERI      	 - University of Memphis   
5921,5921,http://www.memphis.edu/ceri/people/faculty/chris-cramer.php,Dr. Chris Cramer -       	CERI      	 - University of Memphis   
5922,5922,http://www.memphis.edu/ceri/people/faculty/mitch-withers.php,Dr. Mitch Withers -       	CERI      	 - University of Memphis   
5923,5923,http://www.memphis.edu/ceri/public/recent_maps.php, Recent Earthquake Maps -       	CERI      	 - University of Memphis   
5924,5924,http://www.memphis.edu/ceri/public/eq_survival.php, Earthquake Survival -       	CERI      	 - University of Memphis   
5925,5925,http://www.memphis.edu/ceri/public/eq_resources.php, Earthquake Resources -       	CERI      	 - University of Memphis   
5926,5926,http://www.memphis.edu/ceri/public/history.php, History of the New Madrid Seismic Zone -       	CERI      	 - University of Memphis   
5927,5927,http://www.memphis.edu/ceri/public,
5928,5928,http://www.memphis.edu/ceri/people/students/smousavi.php,Seyed Mostafa Mousavi -       	CERI      	 - University of Memphis   
5929,5929,http://www.memphis.edu/gradcatalog/degree_planning/course_descriptions/cas/ceri.php,University of Memphis - Acalog ACMSâ¢
5930,5930,http://www.memphis.edu/ceri/study/contact.php,Contact CERI Graduate Student Program -       	CERI      	 - University of Memphis   
5931,5931,http://www.memphis.edu/ceri/study/admission.php,Graduate Admission and Support -       	CERI      	 - University of Memphis   
5932,5932,http://www.memphis.edu/ceri/study/guidelines.php,Graduate Application Guidelines -       	CERI      	 - University of Memphis   
5933,5933,http://www.memphis.edu/ceri/study/grad_diss.php,CERI Graduate Student Dissertations -       	CERI      	 - University of Memphis   
5934,5934,http://www.memphis.edu/ceri/study/application.php, Graduate Application -       	CERI      	 - University of Memphis   
5935,5935,http://www.memphis.edu/ceri/study/degree.php,Degree Programs  -       	CERI      	 - University of Memphis   
5936,5936,http://www.memphis.edu/ceri/research/engineering.php,Engineering Seismology Program -       	CERI      	 - University of Memphis   
5937,5937,http://www.memphis.edu/ceri/research/seismology.php, Seismology -       	CERI      	 - University of Memphis   
5938,5938,http://www.memphis.edu/ceri/research/exploration.php, Exploration Seismology -       	CERI      	 - University of Memphis   
5939,5939,http://www.memphis.edu/ceri/research/urban_haz/index.php,2015 Memphis Urban Hazard Maps -       	CERI      	 - University of Memphis   
5940,5940,http://www.memphis.edu/ceri/research/physics.php, Mechanics and Physics of Earthquakes -       	CERI      	 - University of Memphis   
5941,5941,http://www.memphis.edu/ceri/research/geodesy.php, Geodesy -       	CERI      	 - University of Memphis   
5942,5942,http://www.memphis.edu/ceri/research/geodynamics.php, Geodynamics -       	CERI      	 - University of Memphis   
5943,5943,http://www.memphis.edu/ceri/research/quatec.php, Quatec -       	CERI      	 - University of Memphis   
5944,5944,http://www.memphis.edu/ceri/research/CSC_HAZ/index.php,Draft 2015 Memphis Urban Hazard Maps -       	CERI      	 - University of Memphis   
5945,5945,http://www.memphis.edu/ceri/about/inception.php, Inception -       	CERI      	 - University of Memphis   
5946,5946,http://www.memphis.edu/ceri/about/mission.php, Mission and Values -       	CERI      	 - University of Memphis   
5947,5947,http://www.memphis.edu/crisis/links.php,Related Links -       	Crisis Management      	 - University of Memphis   
5948,5948,http://www.memphis.edu/crisis/closing.php,Emergency Closing Information -       	Crisis Management      	 - University of Memphis   
5949,5949,http://www.memphis.edu/crisis/pandemic.php,Pandemic Influenza Information -       	Crisis Management      	 - University of Memphis   
5950,5950,http://www.memphis.edu/crisis/training.php,Training -       	Crisis Management      	 - University of Memphis   
5951,5951,http://www.memphis.edu/crisis/planconsiderations.php,Planning Considerations -       	Crisis Management      	 - University of Memphis   
5952,5952,http://www.memphis.edu/idt/cert_grad_checklist.php,Certificate Graduation Checklist -       	Instructional Design and Technology      	 - University of Memphis   
5953,5953,http://www.memphis.edu/idt/ms_grad_checklist.php,MS Graduation Checklist -       	Instructional Design and Technology      	 - University of Memphis   
5954,5954,http://www.memphis.edu/idt/edd_app_checklist.php,EdD Application Checklist -       	Instructional Design and Technology      	 - University of Memphis   
5955,5955,http://www.memphis.edu/idt/ms_app_checklist.php,M.S. Application Checklist -       	Instructional Design and Technology      	 - University of Memphis   
5956,5956,http://www.memphis.edu/law/faculty-staff,
5957,5957,http://www.memphis.edu/law/library,
5958,5958,http://www.memphis.edu/fcbe/news/archive/2016/fir_0620.php,Dr. Jain and Dr. Rezaee published in the International Journal of Finance and Managerial      Accounting -       	FCBE      	 - University of Memphis   
5959,5959,http://www.memphis.edu/fcbe/news/archive/2015/fir_1204.php,TVA Regional Meeting and Annual Conference Hosted by FCBE Instructor -       	FCBE      	 - University of Memphis   
5960,5960,http://www.memphis.edu/fcbe/news/archive/2015/fcbe_student_0625.php,Former FCBE Ph.D. Student Receives Award for His Research -       	FCBE      	 - University of Memphis   
5961,5961,http://www.memphis.edu/fcbe/news/archive/2016/evans_0427.php,Dr. Evans published in The Journal of Real Estate Portfolio Management -       	FCBE      	 - University of Memphis   
5962,5962,http://www.memphis.edu/fcbe/news/archive/2015/mcinish_0522.php,Dr. Thomas McInish Receives The Financial Reviewâs Outstanding Publication Award -       	FCBE      	 - University of Memphis   
5963,5963,http://www.memphis.edu/fcbe/news/archive/2015/fir_1122.php,"Finance, Insurance, and Real Estate is the Only Department in Memphis Recognized by      the CFP Board -       	FCBE      	 - University of Memphis   "
5964,5964,http://www.memphis.edu/fcbe/news/archive/2015/fcbe_0313.php,FCBE Students Place First in Prelims of Global Research Challenge -       	FCBE      	 - University of Memphis   
5965,5965,http://www.memphis.edu/fcbe/news/archive/2015/fcbe_0925.php,"Cook Trust enables Fogelman College to sponsor the 2015 Oxford Analytica Global Horizons      Conference in Oxford, England -       	FCBE      	 - University of Memphis   "
5966,5966,http://www.memphis.edu/fcbe/news/archive/2016/fir_0915.php,Drs. Spahr and Sunderman published in Service Business -       	FCBE      	 - University of Memphis   
5967,5967,http://www.memphis.edu/fcbe/news/archive/2015/sunderman_1001.php,"Dr. Mark Sunderman named to the 2015 ""Innovators and Thinkers"" list by HSH.com -       	FCBE      	 - University of Memphis   "
5968,5968,http://www.memphis.edu/fcbe/news/archive/2015/fcbe_0325.php,Fogelman College Places in Top Five in the TVA Challenge for Second Year in a Row -       	FCBE      	 - University of Memphis   
5969,5969,http://www.memphis.edu/fcbe/news/archive/2016/silveri_0222.php,Dr. Sabatino Silveri published in the Journal of Financial Economics -       	FCBE      	 - University of Memphis   
5970,5970,http://www.memphis.edu/fcbe/news/archive/2016/jiang_0711.php,Dr. Christine Jiang published in the Journal of Corporate Finance -       	FCBE      	 - University of Memphis   
5971,5971,http://www.memphis.edu/finance/research/fisc.php,Financial Infrastructure Stability and Cyber-security (FISC) Center -       	FIR      	 - University of Memphis   
5972,5972,http://www.memphis.edu/finance/faculty/ssilveri.php,SABATINO SILVERI -       	FIR      	 - University of Memphis   
5973,5973,http://www.memphis.edu/finance/faculty/nhverton.php,NAPOLEON OVERTON -       	FIR      	 - University of Memphis   
5974,5974,http://www.memphis.edu/finance/faculty/jrblack.php,JEFF BLACK -       	FIR      	 - University of Memphis   
5975,5975,http://www.memphis.edu/finance/faculty/rspahr.php,RONALD W. SPAHR -       	FIR      	 - University of Memphis   
5976,5976,http://www.memphis.edu/finance/faculty/cjiang.php,CHRISTINE X. JIANG -       	FIR      	 - University of Memphis   
5977,5977,http://www.memphis.edu/finance/faculty/lmathis.php,LESLIE MATHIS -       	FIR      	 - University of Memphis   
5978,5978,http://www.memphis.edu/finance/faculty/scmortal.php,SANDRA MORTAL -       	FIR      	 - University of Memphis   
5979,5979,http://www.memphis.edu/finance/faculty/rwood.php,ROBERT WOOD -       	FIR      	 - University of Memphis   
5980,5980,http://www.memphis.edu/finance/faculty/msndrman.php,MARK SUNDERMAN -       	FIR      	 - University of Memphis   
5981,5981,http://www.memphis.edu/finance/faculty/qchu.php,QUENTIN CHU -       	FIR      	 - University of Memphis   
